0.000000 	 0.000000 	 1.466203e-02 	 -1.466202e-02 	 4.115841e+00 	 -1.759443e+00
0.000000 	 0.050000 	 2.775468e-01 	 -2.187081e-02 	 4.125670e+00 	 -5.103743e+00
0.000000 	 0.100000 	 5.342210e-01 	 -8.638565e-03 	 4.130520e+00 	 -5.224158e+00
0.000000 	 0.150000 	 7.613943e-01 	 7.462085e-04 	 4.130980e+00 	 -4.499892e+00
0.000000 	 0.200000 	 9.575029e-01 	 6.849115e-03 	 4.125638e+00 	 -3.757418e+00
0.000000 	 0.250000 	 1.123132e+00 	 1.121467e-02 	 4.113722e+00 	 -3.063489e+00
0.000000 	 0.300000 	 1.258574e+00 	 1.450858e-02 	 4.095182e+00 	 -2.399033e+00
0.000000 	 0.350000 	 1.363944e+00 	 1.698969e-02 	 4.070548e+00 	 -1.753891e+00
0.000000 	 0.400000 	 1.439288e+00 	 1.875766e-02 	 4.040836e+00 	 -1.124328e+00
0.000000 	 0.450000 	 1.484625e+00 	 1.984548e-02 	 4.007448e+00 	 -5.090589e-01
0.000000 	 0.500000 	 1.499965e+00 	 2.025576e-02 	 3.972069e+00 	 9.218762e-02
0.000000 	 0.550000 	 1.485316e+00 	 1.997494e-02 	 3.936556e+00 	 6.791662e-01
0.000000 	 0.600000 	 1.440679e+00 	 1.898046e-02 	 3.902802e+00 	 1.251505e+00
0.000000 	 0.650000 	 1.366066e+00 	 1.723561e-02 	 3.872606e+00 	 1.807905e+00
0.000000 	 0.700000 	 1.261502e+00 	 1.466715e-02 	 3.847530e+00 	 2.345837e+00
0.000000 	 0.750000 	 1.127033e+00 	 1.113158e-02 	 3.828756e+00 	 2.860742e+00
0.000000 	 0.800000 	 9.628078e-01 	 6.290690e-03 	 3.816957e+00 	 3.338673e+00
0.000000 	 0.850000 	 7.691785e-01 	 -6.955339e-04 	 3.812145e+00 	 3.747692e+00
0.000000 	 0.900000 	 5.455584e-01 	 -1.043243e-02 	 3.813567e+00 	 4.124984e+00
0.000000 	 0.950000 	 2.770046e-01 	 -7.995434e-03 	 3.821348e+00 	 5.642155e+00
0.000000 	 1.000000 	 -1.345046e-01 	 0.000000e+00 	 3.821348e+00 	 1.076037e+01
0.000000 	 1.050000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 -5.380183e+00
0.000000 	 1.100000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.150000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.200000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.250000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.300000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.350000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.400000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.450000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.500000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.550000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.600000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.650000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.700000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.750000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.800000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.850000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.900000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 1.950000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.000000 	 2.000000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 0.000000 	 4.005202e-02 	 -1.072795e-02 	 4.136072e+00 	 -1.873836e+00
0.050000 	 0.050000 	 2.666941e-01 	 -1.805642e-02 	 4.137446e+00 	 -4.255081e+00
0.050000 	 0.100000 	 5.215729e-01 	 -7.787879e-03 	 4.137604e+00 	 -4.989369e+00
0.050000 	 0.150000 	 7.520457e-01 	 4.824006e-03 	 4.134958e+00 	 -4.507684e+00
0.050000 	 0.200000 	 9.505223e-01 	 1.505026e-02 	 4.127634e+00 	 -3.790970e+00
0.050000 	 0.250000 	 1.117726e+00 	 2.307137e-02 	 4.114428e+00 	 -3.092462e+00
0.050000 	 0.300000 	 1.254379e+00 	 2.937888e-02 	 4.094980e+00 	 -2.424137e+00
0.050000 	 0.350000 	 1.360809e+00 	 3.422884e-02 	 4.069630e+00 	 -1.777112e+00
0.050000 	 0.400000 	 1.437158e+00 	 3.772631e-02 	 4.039280e+00 	 -1.146767e+00
0.050000 	 0.450000 	 1.483493e+00 	 3.989933e-02 	 4.005267e+00 	 -5.312628e-01
0.050000 	 0.500000 	 1.499848e+00 	 4.073727e-02 	 3.969240e+00 	 7.001846e-02
0.050000 	 0.550000 	 1.486240e+00 	 4.021078e-02 	 3.933033e+00 	 6.571941e-01
0.050000 	 0.600000 	 1.442685e+00 	 3.827512e-02 	 3.898523e+00 	 1.229679e+00
0.050000 	 0.650000 	 1.369212e+00 	 3.486845e-02 	 3.867482e+00 	 1.786780e+00
0.050000 	 0.700000 	 1.265889e+00 	 2.990499e-02 	 3.841415e+00 	 2.327517e+00
0.050000 	 0.750000 	 1.132871e+00 	 2.321659e-02 	 3.821392e+00 	 2.848201e+00
0.050000 	 0.800000 	 9.705555e-01 	 1.447191e-02 	 3.807854e+00 	 3.344584e+00
0.050000 	 0.850000 	 7.795637e-01 	 3.325189e-03 	 3.800400e+00 	 3.834350e+00
0.050000 	 0.900000 	 5.563150e-01 	 -8.079684e-03 	 3.797702e+00 	 4.539408e+00
0.050000 	 0.950000 	 2.623703e-01 	 -6.638903e-03 	 3.798228e+00 	 6.115636e+00
0.050000 	 1.000000 	 -2.623703e-01 	 0.000000e+00 	 3.798228e+00 	 1.022925e+01
0.050000 	 1.050000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 -5.114627e+00
0.050000 	 1.100000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.150000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.200000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.250000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.300000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.350000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.400000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.450000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.500000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.550000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.600000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.650000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.700000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.750000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.800000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.850000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.900000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 1.950000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.050000 	 2.000000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.100000 	 0.000000 	 5.664786e-02 	 -5.867869e-03 	 4.147355e+00 	 -2.306227e+00
